0.333 0.833 0.810 0.611 0.056 0.611 0.722 0.667 0.833 0.667 0.556 0.667 0.667 0.667 0.556 0.722 0.667 0.476 0.333 0.056 0.778 0.389 0.000 0.000 0.000 0.204 0.478 ሙ
0.138 0.500 0.664 0.658 0.000 0.725 0.725 0.702 0.737 0.509 0.737 0.713 0.719 0.772 0.713 0.731 0.684 0.503 0.556 0.099 0.875 0.467 0.000 0.000 0.013 0.205 0.574 ሙ
0.278 0.722 0.833 0.722 0.056 0.667 0.611 0.500 0.722 0.611 0.667 0.556 0.500 0.667 0.722 0.667 0.667 0.611 0.389 0.167 0.889 0.444 0.167 0.000 0.000 0.212 0.550 ሙ
0.089 0.142 0.505 0.263 0.853 0.658 0.363 0.905 0.237 0.926 0.847 0.368 0.995 0.612 0.952 0.853 0.626 0.684 0.247 0.305 0.653 0.895 0.337 0.000 0.005 0.258 0.595 ሠ
0.217 0.821 0.456 0.816 0.600 0.683 0.768 0.406 0.784 0.806 0.833 0.695 0.306 0.795 0.839 0.867 0.716 0.122 0.784 0.867 0.656 0.805 0.033 0.111 0.206 0.261 0.590 መ
0.133 0.533 0.800 0.933 0.733 0.667 0.667 0.867 0.667 0.600 0.800 0.533 0.667 0.600 0.667 0.800 0.600 0.533 0.800 0.533 0.800 0.600 0.200 0.333 0.133 0.262 0.550 መ
0.341 0.133 0.615 0.092 0.780 0.846 0.286 0.989 0.214 0.934 0.934 0.449 1.000 0.673 0.923 0.901 0.765 0.549 0.490 0.462 0.648 0.806 0.110 0.000 0.000 0.278 0.515 ሠ
0.396 0.738 0.671 0.802 0.817 0.877 0.674 0.481 0.751 0.873 0.908 0.802 0.321 0.865 0.779 0.512 0.641 0.015 0.165 0.204 0.854 0.067 0.000 0.000 0.000 0.296 0.604 ም
0.050 0.400 0.676 0.744 0.162 0.608 0.795 0.706 0.733 0.460 0.781 0.681 0.676 0.663 0.556 0.858 0.688 0.615 0.801 0.381 0.688 0.656 0.547 0.450 0.100 0.312 0.578 ወ
0.385 0.701 0.615 0.722 0.781 0.863 0.676 0.549 0.691 0.887 0.914 0.824 0.257 0.872 0.642 0.181 0.314 0.029 0.647 0.284 0.000 0.000 0.000 0.791 0.139 0.312 0.570 ማ
0.100 0.493 0.733 0.840 0.673 0.720 0.580 1.000 0.500 0.927 0.933 0.447 1.000 0.460 0.913 1.000 0.487 0.967 0.473 0.800 0.827 0.667 0.653 0.413 0.193 0.352 0.581 ወ
0.051 0.444 0.650 0.563 0.906 0.607 0.730 0.863 0.341 0.966 0.821 0.627 0.752 0.389 0.829 0.932 0.595 0.675 0.587 0.504 0.897 0.714 0.615 0.357 0.128 0.357 0.600 ወ
0.218 0.552 0.795 0.848 0.824 0.706 0.633 0.974 0.561 0.978 0.911 0.539 1.000 0.500 0.889 0.989 0.667 0.964 0.583 0.811 0.600 0.558 0.528 0.442 0.327 0.375 0.562 ወ
0.542 0.203 0.958 0.068 0.000 0.797 0.646 1.000 0.000 0.000 0.693 0.682 0.885 0.000 0.010 0.781 0.667 0.901 0.036 0.266 0.740 0.297 0.568 0.526 0.745 0.375 0.380 ዚ
0.693 0.214 0.789 0.255 0.151 0.971 0.183 0.878 0.668 0.870 0.964 0.208 0.956 0.177 0.245 0.957 0.365 0.941 0.024 0.000 0.891 0.719 0.667 0.000 0.000 0.377 0.604 ሁ
0.000 0.250 0.550 0.375 0.825 0.325 0.943 0.900 0.364 1.000 0.878 0.778 0.778 0.414 0.911 0.112 0.034 0.000 0.682 0.675 0.000 0.000 0.013 0.909 0.438 0.385 0.544 ግ
0.030 0.467 0.358 0.879 0.394 0.667 0.933 0.042 0.406 0.127 0.885 0.691 0.018 0.000 0.000 0.800 0.570 0.000 0.085 0.364 0.648 0.752 0.230 0.703 0.842 0.387 0.598 ር
0.091 0.656 0.656 0.929 0.221 0.524 0.881 0.202 0.571 0.095 0.844 0.526 0.000 0.000 0.000 0.964 0.429 0.000 0.161 0.405 0.792 0.526 0.273 0.766 0.766 0.402 0.596 ር
0.345 0.772 0.428 0.856 0.012 0.738 0.539 0.317 0.911 0.000 0.875 0.367 0.517 0.728 0.000 0.952 0.311 0.756 0.594 0.351 0.690 0.228 0.761 0.678 0.887 0.406 0.583 ቤ
0.417 0.750 0.917 0.833 0.833 0.875 0.438 0.812 0.500 1.000 1.000 0.500 0.917 0.417 0.917 1.000 0.562 0.750 0.375 0.688 0.833 0.667 0.583 0.417 0.167 0.406 0.565 ወ
0.035 0.448 0.409 0.851 0.021 0.494 0.679 0.137 0.423 0.000 0.859 0.387 0.000 0.000 0.000 0.955 0.357 0.000 0.155 0.359 0.762 0.597 0.221 0.565 0.811 0.422 0.581 ር
0.012 0.739 0.600 0.011 0.000 0.324 0.749 0.764 0.446 0.000 0.907 0.410 0.672 0.564 0.000 0.945 0.349 0.785 0.564 0.440 0.958 0.356 0.717 0.500 0.685 0.428 0.567 ሲ
0.076 0.568 0.833 0.424 0.909 0.812 0.618 1.000 0.417 0.972 0.424 0.306 0.354 0.403 0.826 0.000 0.000 0.028 0.639 0.632 0.000 0.000 0.000 0.712 0.447 0.450 0.581 ግ
0.030 0.568 0.288 0.750 0.674 0.386 0.864 0.038 0.485 0.394 0.764 0.521 0.000 0.000 0.000 0.947 0.356 0.000 0.136 0.432 0.848 0.515 0.121 0.455 0.750 0.464 0.559 ር
